1 	 -1.017300 
2 	 -1.017600 
3 	 -1.018500 
4 	 -1.020100 
5 	 -1.022300 
6 	 -1.025200 
7 	 -1.029000 
8 	 -1.033900 
9 	 -1.039700 
10 	 -1.046400 
11 	 -1.053700 
12 	 -1.061500 
13 	 -1.069600 
14 	 -1.077900 
15 	 -1.086200 
16 	 -1.094300 
17 	 -1.102000 
18 	 -1.109300 
19 	 -1.116200 
20 	 -1.122700 
21 	 -1.128800 
22 	 -1.134300 
23 	 -1.139200 
24 	 -1.143400 
25 	 -1.146700 
26 	 -1.149000 
27 	 -1.150300 
28 	 -1.150200 
29 	 -1.148500 
30 	 -1.145400 
31 	 -1.140800 
32 	 -1.134600 
33 	 -1.126700 
34 	 -1.117000 
35 	 -1.105100 
36 	 -1.091000 
37 	 -1.074400 
38 	 -1.055200 
39 	 -1.033200 
40 	 -1.008200 
41 	 -0.980050 
42 	 -0.949010 
43 	 -0.915410 
44 	 -0.879490 
45 	 -0.841520 
46 	 -0.801650 
47 	 -0.760030 
48 	 -0.716970 
49 	 -0.672720 
50 	 -0.627330 
51 	 -0.580900 
52 	 -0.533450 
53 	 -0.485060 
54 	 -0.436010 
55 	 -0.386570 
56 	 -0.336910 
57 	 -0.287220 
58 	 -0.237540 
59 	 -0.187920 
60 	 -0.138500 
61 	 -0.089379 
62 	 -0.040536 
63 	 0.008025 
64 	 0.056346 
65 	 0.104410 
66 	 0.151920 
67 	 0.198570 
68 	 0.244200 
69 	 0.288600 
70 	 0.331600 
71 	 0.373070 
72 	 0.412770 
73 	 0.450580 
74 	 0.486650 
75 	 0.521150 
76 	 0.554250 
77 	 0.586120 
78 	 0.616750 
79 	 0.646130 
80 	 0.674390 
81 	 0.701630 
82 	 0.727950 
83 	 0.753460 
84 	 0.778190 
85 	 0.802180 
86 	 0.825670 
87 	 0.848850 
88 	 0.871910 
89 	 0.894970 
90 	 0.917880 
91 	 0.940460 
92 	 0.962640 
93 	 0.984310 
94 	 1.005400 
95 	 1.025800 
96 	 1.045400 
97 	 1.064100 
98 	 1.081900 
99 	 1.099000 
100 	 1.115500 
101 	 1.131500 
102 	 1.146900 
103 	 1.161500 
104 	 1.175500 
105 	 1.188900 
106 	 1.201600 
107 	 1.213800 
108 	 1.225300 
109 	 1.236200 
110 	 1.246700 
111 	 1.256800 
112 	 1.266700 
113 	 1.276600 
114 	 1.286100 
115 	 1.295100 
116 	 1.303400 
117 	 1.310900 
118 	 1.317500 
119 	 1.323200 
120 	 1.327800 
121 	 1.331200 
122 	 1.333800 
123 	 1.335700 
124 	 1.337500 
125 	 1.339500 
126 	 1.341400 
127 	 1.343300 
128 	 1.345200 
129 	 1.347200 
130 	 1.349900 
131 	 1.353800 
132 	 1.359100 
133 	 1.366100 
134 	 1.375400 
135 	 1.387100 
136 	 1.402000 
137 	 1.420100 
138 	 1.440900 
139 	 1.463500 
140 	 1.487200 
141 	 1.511300 
142 	 1.535800 
143 	 1.560600 
144 	 1.585600 
145 	 1.610100 
