0.89206 0.63638 1
0.73688 0.70781 1
0.77448 0.62136 1
0.65977 0.70846 1
0.59277 0.40223 1
0.49158 0.58133 1
0.5357 0.77708 1
0.9272 0.76686 1
0.54483 0.54074 1
0.77111 0.77112 1
0.71564 0.7322 1
0.79328 0.83773 1
0.67913 0.7321 1
0.67289 0.58928 1
0.78586 0.59501 1
0.66752 0.55243 1
0.73731 0.73693 1
0.88422 0.81281 1
0.78449 0.65393 1
0.63276 0.66666 1
0.67258 0.63852 1
0.88418 0.43205 1
0.48405 0.54921 1
0.74689 0.65506 1
0.90045 0.74796 1
0.70853 0.6016 1
0.73195 0.55533 1
0.82787 0.56883 1
0.99557 0.80669 1
0.8265 0.74178 1
1.2243 0.59801 1
1.3039 0.44074 1
1.3135 0.6313 1
1.1281 0.61114 1
0.99099 0.56532 1
1.0241 0.39607 1
1.319 0.32196 1
1.2652 0.45319 1
1.0322 0.54374 1
1.1545 0.33612 1
1.1983 0.59238 1
1.2211 0.72979 1
1.1987 0.46942 1
1.1025 0.51007 1
1.3443 0.39959 1
1.1439 0.5209 1
1.0877 0.41798 1
0.9612 0.65744 1
1.0469 0.62448 1
1.5509 0.55735 1
1.1317 0.49294 1
1.3918 0.73204 1
1.1413 0.25847 1
1.3341 0.57225 1
1.1321 0.61216 1
1.1175 0.5339 1
1.2507 0.69353 1
1.2263 0.43035 1
1.2932 0.53581 1
1.1433 0.69884 1
0.47865 0.22064 1
0.74811 0.020147 1
0.36973 0.39772 1
0.56199 0.17224 1
0.76912 0.031464 1
0.65943 0.066022 1
0.58995 0.0090193 1
0.62282 0.072878 1
0.47729 0.26613 1
0.40352 0.14845 1
0.32975 0.21355 1
0.66624 0.29076 1
0.35043 0.10633 1
0.63989 0.2844 1
0.36422 0.16651 1
0.65342 0.15268 1
0.62499 0.23101 1
0.61133 0.16799 1
0.54292 0.11736 1
0.74765 0.40226 1
0.69608 0.19579 1
0.43611 0.19245 1
0.52547 0.13923 1
0.64249 0.0060778 1
0.5432 0.34618 1
0.72493 0.0694 1
0.43319 0.20393 1
0.65616 0.1968 1
0.68116 0.33322 1
0.63375 0.1581 1
1.3119 1.3156 2
1.3435 1.4726 2
1.4314 1.3023 2
1.3904 1.5354 2
1.2303 1.225 2
1.5435 1.3226 2
1.3543 1.6685 2
1.7295 1.308 2
1.4123 1.3559 2
1.3824 1.4489 2
1.4249 1.4587 2
1.4419 1.7803 2
1.4827 1.5892 2
1.7426 1.3508 2
1.1713 1.4973 2
1.2877 1.5919 2
1.3287 1.4081 2
1.4527 1.1107 2
1.3673 1.3758 2
1.4845 1.2518 2
1.2404 1.4873 2
1.5586 1.4007 2
1.4473 1.5453 2
1.4554 1.2874 2
1.2605 1.5584 2
1.3398 1.2689 2
1.4347 1.6033 2
1.3185 1.4367 2
1.5162 1.5634 2
1.3348 1.2358 2
1.0649 1.6886 2
0.88265 1.6389 2
0.7646 1.8568 2
1.1147 1.8275 2
1.0083 1.8963 2
0.93719 1.8035 2
0.98546 1.7526 2
0.89642 1.8566 2
0.78673 1.6621 2
0.69295 1.6465 2
0.74239 1.5821 2
0.89825 1.8996 2
1.041 1.9764 2
0.94381 1.81 2
0.97373 1.6091 2
0.90012 1.5324 2
0.99602 1.5701 2
1.0587 1.69 2
0.86379 1.522 2
0.79851 1.4889 2
1.0249 1.4944 2
0.87641 1.739 2
0.68015 1.4278 2
0.98774 1.7443 2
1.0317 1.7357 2
1.0448 1.5508 2
1.0033 1.5646 2
0.94702 1.6105 2
0.97236 1.6031 2
1.1989 1.7887 2
1.5589 1.7264 2
1.4704 2.0504 2
1.6399 1.8231 2
1.6994 1.839 2
1.3611 1.8392 2
1.7273 2.0311 2
1.4481 1.9338 2
1.3337 1.9811 2
1.5862 1.6865 2
1.7182 1.6962 2
1.7298 1.9463 2
1.5277 1.6839 2
1.6631 2.1565 2
1.5613 1.959 2
1.5529 2.0823 2
1.7207 1.6975 2
1.6067 1.9855 2
1.6971 1.9803 2
1.6381 2.0621 2
1.4962 1.8755 2
1.6457 1.748 2
1.5576 1.8292 2
1.4237 1.8532 2
1.6024 1.8785 2
1.5759 1.8923 2
1.5113 1.9507 2
1.5916 2.1818 2
1.4709 1.8144 2
1.8147 1.8355 2
1.3774 2.1382 2
