0.89436 1.4922 1
0.89034 0.96179 1
1.5066 0.0022226 1
0.85955 0.67699 1
0.92546 1.002 1
0.50261 0.47765 1
0.70088 0.97235 1
0.36109 0.36119 1
0.88906 0.73984 1
0.48397 1.215 1
1.162 0.83185 1
1.0334 1.1201 1
0.68502 0.72895 1
0.58781 0.48034 1
0.24896 0.87829 1
0.99066 0.725 1
0.99316 1.4171 1
0.67392 0.43391 1
1.4085 0.7401 1
0.90517 0.21986 1
0.90777 1.2494 1
0.71481 0.92725 1
0.96332 1.1795 1
0.4595 0.6227 1
0.675 0.85725 1
0.37536 1.1409 1
0.29669 0.60933 1
0.094555 0.89685 1
1.237 0.23854 1
0.029824 0.60939 1
0.84576 0.86653 1
0.65227 1.3916 1
0.35994 1.2965 1
0.98147 1.8937 1
0.96568 1.3787 1
1.0931 1.3791 1
1.2084 1.1477 1
0.5941 0.84235 1
0.97304 0.81105 1
0.93395 1.3193 1
1.2848 1.7177 1
1.1939 1.3324 1
0.62433 1.5242 1
0.28059 1.0431 1
0.61499 1.311 1
1.2153 1.1186 1
0.88315 0.94243 1
0.8177 1.4545 1
0.65336 1.113 1
0.67727 0.13418 1
1.04 1.8514 1
1.1383 1.1069 1
1.0544 1.3342 1
0.94562 1.055 1
1.2753 1.2586 1
0.82548 1.1194 1
0.88018 1.186 1
0.5591 1.0615 1
0.95248 0.8386 1
0.83645 1.0536 1
0.29703 0.33438 1
0.13405 0.76992 1
0.73153 0.86719 1
1.2308 0.079791 1
-0.052958 1.1441 1
-0.091812 0.54203 1
-0.15202 0.054407 1
-0.12623 0.41363 1
0.1616 0.33885 1
0.31411 1.0788 1
0.2506 -0.17507 1
-0.23664 0.28625 1
0.70754 0.68423 1
0.51852 0.80292 1
-0.12975 0.013677 1
0.11991 1.0113 1
0.037044 0.085669 1
0.17859 0.26123 1
-0.014332 0.43976 1
-0.039467 0.83623 1
0.25945 0.73886 1
0.098109 0.55698 1
0.19825 0.84772 1
0.0818 0.3741 1
0.15068 1.0794 1
0.27033 0.58593 1
-0.019074 -0.058571 1
0.66083 0.25393 1
0.40068 0.22673 1
-0.71949 0.17867 1
1.6345 1.0881 2
1.0116 0.75461 2
1.4141 1.7457 2
1.3737 1.5936 2
1.1563 1.5627 2
1.4505 1.6323 2
1.18 1.2682 2
2.0302 1.7884 2
0.91087 1.7342 2
1.5026 1.318 2
1.2476 1.2089 2
1.3444 1.3973 2
0.83742 1.6373 2
1.6948 1.7975 2
1.4862 1.744 2
1.7794 0.78325 2
1.6212 1.5124 2
1.1491 0.39126 2
1.0069 0.88129 2
1.2439 1.1321 2
1.5874 1.4289 2
1.0459 1.395 2
1.3326 1.3733 2
0.68564 1.7599 2
1.0861 1.4533 2
1.572 1.7081 2
1.6864 1.3888 2
1.8779 1.1094 2
1.5542 1.0188 2
1.5346 1.8141 2
1.0384 1.6463 2
1.3384 1.7191 2
1.1749 1.6741 2
1.0025 1.5272 2
1.3306 2.2995 2
0.89627 1.1936 2
1.4838 1.8578 2
1.6032 1.9318 2
1.7839 1.9573 2
1.4024 1.8174 2
1.4889 1.3796 2
1.4398 1.7072 2
0.841 1.546 2
1.1386 2.1178 2
1.3168 1.7575 2
0.79608 2.0471 2
1.1026 1.8674 2
0.70493 1.7022 2
1.0896 1.6434 2
1.2531 1.4264 2
1.2891 1.6222 2
1.4049 1.6848 2
1.504 1.8518 2
1.1052 2.0267 2
1.4975 1.9653 2
1.5221 2.1742 2
1.1248 1.9046 2
1.214 2.2297 2
1.4802 1.8279 2
1.155 1.7919 2
1.8004 2.0759 2
1.6361 1.7883 2
1.5748 1.9727 2
1.3784 2.0722 2
1.4777 2.067 2
1.2357 2.0933 2
1.4645 1.8343 2
1.5937 1.1089 2
2.0603 2.0161 2
1.3814 1.6223 2
1.388 2.1093 2
1.604 1.4899 2
1.5775 2.2734 2
1.5319 1.6316 2
1.5646 1.7134 2
0.84552 2.0648 2
1.9667 2.7138 2
1.7347 1.6169 2
1.3889 2.5285 2
1.3105 2.0955 2
1.2986 1.6344 2
0.96894 2.1868 2
1.446 2.006 2
1.9265 1.7754 2
1.0075 1.7863 2
0.94697 1.2482 2
1.5207 1.8784 2
1.0793 2.109 2
1.433 2.0202 2
1.2783 1.8214 2
