0.67689 0.83003 1
0.53016 0.62974 1
1.1676 0.84694 1
0.61167 0.63602 1
0.96936 0.38846 1
0.92094 0.39264 1
0.8761 0.67296 1
0.80458 0.46752 1
0.56494 0.57606 1
0.89944 0.72036 1
0.67837 0.74331 1
0.71203 0.31573 1
0.699 0.78541 1
0.59394 0.68383 1
0.40934 0.86816 1
0.60248 0.92094 1
1.0165 0.37791 1
1.2082 0.86581 1
0.69711 0.7465 1
0.86539 1.0324 1
0.81542 0.75421 1
0.29354 0.52241 1
0.75415 0.19552 1
0.47914 0.45236 1
0.3092 0.40512 1
0.53181 0.74578 1
1.1274 0.37043 1
0.72991 0.35737 1
0.43851 0.74258 1
0.88615 1.1836 1
0.026245 0.92896 1
-0.15593 0.090405 1
-0.33689 0.50391 1
0.021741 0.84567 1
0.37845 0.073956 1
0.19988 0.36664 1
0.24859 0.35341 1
0.41268 0.49018 1
0.60922 0.59601 1
-0.23875 0.37904 1
0.13544 0.55983 1
0.060535 0.99396 1
0.073196 0.83882 1
-0.40027 0.88284 1
-0.083331 0.58698 1
0.54345 0.27771 1
0.41492 0.54296 1
0.26594 0.61997 1
0.42151 0.70866 1
-0.099973 0.63967 1
0.20417 0.29989 1
0.15001 0.12734 1
0.4305 0.10995 1
0.61351 0.31325 1
0.024673 0.57687 1
0.51452 0.8371 1
0.25726 0.42654 1
0.56295 0.68104 1
0.4895 0.14392 1
0.0099795 0.78485 1
0.29393 1.1744 1
0.58543 0.87107 1
0.43396 0.56853 1
0.11322 0.98971 1
0.031277 1.0587 1
-0.30231 1.0386 1
0.24599 1.4284 1
0.23739 1.042 1
0.1759 1.4146 1
0.50334 1.2067 1
0.27165 1.216 1
0.44694 0.66285 1
0.46493 1.2127 1
0.34244 1.1784 1
0.053259 0.8394 1
0.41819 1.1098 1
0.16823 1.1276 1
-0.087804 1.152 1
0.51819 1.1948 1
0.88622 1.3066 1
0.074974 1.0343 1
0.27873 1.1499 1
0.58278 1.0168 1
-0.2582 1.2606 1
-0.20631 0.86483 1
0.21304 1.2774 1
0.53661 0.71029 1
1.1216 1.2352 1
1.0778 0.97951 1
0.52883 1.0913 1
1.3286 0.97446 2
1.3825 1.4879 2
1.4933 1.6346 2
1.6312 1.6997 2
1.6356 1.3054 2
1.5022 1.1692 2
1.7278 1.6103 2
1.5077 1.403 2
1.7192 1.4286 2
1.8886 1.7214 2
1.1195 1.8708 2
1.1322 1.1954 2
1.7265 1.2919 2
1.3763 1.4354 2
1.5335 1.582 2
1.8055 1.7498 2
1.2546 1.5561 2
1.1711 1.3071 2
1.4368 1.6648 2
1.4613 1.5596 2
1.5449 1.3737 2
1.5404 1.5626 2
1.0579 1.4646 2
1.3634 1.8701 2
1.3541 1.3515 2
0.82849 1.731 2
1.0854 1.7108 2
1.6072 1.2809 2
1.1391 1.5843 2
1.4749 1.6388 2
1.5291 1.5281 2
0.79565 1.5656 2
0.91825 1.5317 2
1.16 1.9324 2
0.52824 1.9634 2
0.73817 1.3871 2
0.66772 1.5744 2
1.2947 1.763 2
0.96223 1.9911 2
1.8703 1.9076 2
1.3227 2.0704 2
1.3235 1.5171 2
1.0798 1.6913 2
1.0416 1.5176 2
1.3235 1.8777 2
1.4148 1.6516 2
1.4846 2.0459 2
1.4636 1.433 2
1.3929 1.8755 2
1.1136 1.3147 2
1.1133 1.628 2
0.90001 1.8356 2
1.0862 1.9548 2
1.2179 1.9383 2
0.77198 1.4158 2
1.0177 1.9735 2
1.0179 2.0552 2
1.1432 1.6557 2
1.0381 2.1093 2
1.039 1.7147 2
1.126 1.9609 2
1.3847 2.1838 2
1.5022 2.4132 2
1.4535 2.0021 2
1.4124 2.1862 2
1.4858 1.6663 2
1.2603 2.2263 2
1.5095 1.7971 2
1.4935 1.8548 2
0.94791 2.1101 2
1.1932 1.8372 2
1.574 1.3941 2
1.2476 1.4427 2
1.184 1.5927 2
1.2737 2.0756 2
1.57 1.8145 2
1.0238 1.856 2
1.5332 1.6702 2
1.5379 2.4086 2
1.4654 1.8786 2
1.1752 1.7374 2
1.0557 2.0037 2
1.5656 1.5461 2
1.4405 1.8085 2
1.3685 1.9638 2
1.3832 2.4615 2
1.4399 2.0137 2
1.4294 2.0174 2
1.6372 2.1337 2
1.5036 2.1989 2
